name,address,lon,lat,raw_keyword,raw_type,source,poi_id,category,classification_reason,is_urban_production,is_traditional_factory,is_industrial_space,distance_to_people_square_km,center_zone,is_inner_center,distance_to_central_core_km,distance_to_xujiahui_km,distance_to_wujiaochang_km,distance_to_zhangjiang_km,distance_to_hongqiao_km,distance_to_qiantan_km,nearest_center,nearest_center_label_zh,distance_to_nearest_center_km,nearest_center_zone,polycentric_centrality_score
企福新尚科技园B区,南乐东路355号,121.309299,31.023282,工业园,商务住宅;产业园区;产业园区,amap,P02212,industrial_space,命中产业/园区关键词「产业园」,0,0,1,27.8439,outer,0,29.159,22.0196,36.8185,33.2124,19.1128,21.2067,hongqiao,虹桥,19.1128,far_from_centers,0.1099
灏唯滨江智创,友谊路318号,121.473959,31.400186,工业园,商务住宅;产业园区;产业园区,amap,P02213,industrial_space,命中产业/园区关键词「产业园」,0,0,1,18.8794,outer,0,18.2596,23.8018,11.3841,24.4004,27.0862,27.5527,wujiaochang,五角场,11.3841,far_from_centers,0.2548
华昇创业园,合川路3136号,121.380819,31.18087,工业园,商务住宅;产业园区;产业园区,amap,P02214,industrial_space,命中产业/园区关键词「产业园」,0,0,1,10.4098,middle,0,11.9014,5.3925,18.6857,19.8279,5.9461,9.3424,xujiahui,徐家汇,5.3925,center_influence,1.2077
金地威新·达闼人工智能创新产业基地,东川路3966号,121.360265,30.998984,工业园,商务住宅;产业园区;产业园区,amap,P02215,industrial_space,命中产业/园区关键词「产业园」,0,0,1,27.9064,outer,0,29.0573,22.2978,36.9532,31.3872,22.1115,20.1667,qiantan,前滩,20.1667,far_from_centers,0.0995
金桥智造·金港园,金港路766号,121.614449,31.247412,工业园,商务住宅;产业园区;产业园区,amap,P02216,industrial_space,命中产业/园区关键词「产业园」,0,0,1,13.5145,middle,0,12.1026,18.119,11.3719,5.5198,28.5553,17.091,zhangjiang,张江,5.5198,center_influence,0.7972
G60微衡科技园,新桥镇九新公路1198号,121.313807,31.090107,工业园,商务住宅;产业园区;产业园区,amap,P02217,industrial_space,命中产业/园区关键词「产业园」,0,0,1,21.7905,outer,0,23.2098,16.0226,30.5001,28.9413,11.6699,16.6791,hongqiao,虹桥,11.6699,far_from_centers,0.3094
燕汇谷智慧产业园,春常路142号,121.360071,31.065872,工业园,商务住宅;产业园区;产业园区,amap,P02218,industrial_space,命中产业/园区关键词「产业园」,0,0,1,21.2515,outer,0,22.5232,15.4684,30.2803,26.5109,14.8334,14.442,qiantan,前滩,14.442,far_from_centers,0.2923
上海临港嘉定科技城(一期),金园一路666弄,121.313319,31.253482,工业园,商务住宅;产业园区;产业园区,amap,P02219,industrial_space,命中产业/园区关键词「产业园」,0,0,1,15.4619,middle,0,16.6958,13.7871,19.9421,26.6676,6.5497,18.9093,hongqiao,虹桥,6.5497,center_influence,0.5886
兴悦智汇园,嘉松中路1299弄88号,121.216672,31.238625,工业园,商务住宅;产业园区;产业园区,amap,P02220,industrial_space,命中产业/园区关键词「产业园」,0,0,1,24.4547,outer,0,25.7786,21.6632,29.2399,35.4888,11.0057,26.2162,hongqiao,虹桥,11.0057,far_from_centers,0.2234
外环源创科创产业园,顾陈路1068号,121.368125,31.327893,工业园,商务住宅;产业园区;产业园区,amap,P02221,industrial_space,命中产业/园区关键词「产业园」,0,0,1,14.7711,middle,0,15.2591,16.8183,14.1773,25.0356,15.4655,21.9223,wujiaochang,五角场,14.1773,far_from_centers,0.3507
钻石园,沧海路与云水路交叉口东北480米,121.786467,30.859778,工业园,商务住宅;产业园区;产业园区,amap,P02222,industrial_space,命中产业/园区关键词「产业园」,0,0,1,50.8547,outer,0,50.6295,49.4594,55.7548,42.6494,57.9649,44.1603,zhangjiang,张江,42.6494,far_from_centers,0.0021
宝邮坊综合商务园区,同济路343号,121.486561,31.386133,工业园,商务住宅;产业园区;产业园区,amap,P02223,industrial_space,命中产业/园区关键词「产业园」,0,0,1,17.3598,middle,0,16.65,22.4788,9.5264,22.4729,26.4793,26.021,wujiaochang,五角场,9.5264,far_from_centers,0.3392
活水协同创新园,洞泾镇沈砖公路5555号,121.253147,31.092693,工业园,商务住宅;产业园区;产业园区,amap,P02224,industrial_space,命中产业/园区关键词「产业园」,0,0,1,25.9783,outer,0,27.4559,20.4693,34.2116,34.1257,13.0479,21.9738,hongqiao,虹桥,13.0479,far_from_centers,0.1893
上海国茸·浦江科创园,三鲁公路3398号,121.522382,31.082721,工业园,商务住宅;产业园区;产业园区,amap,P02225,industrial_space,命中产业/园区关键词「产业园」,0,0,1,17.0621,middle,0,17.4023,14.3072,24.6049,14.7848,22.9078,9.0527,qiantan,前滩,9.0527,far_from_centers,0.4919
科技绿洲二期,九亭镇云凯路66号,121.329785,31.097564,工业园,商务住宅;产业园区;产业园区,amap,P02226,industrial_space,命中产业/园区关键词「产业园」,0,0,1,20.1415,outer,0,21.549,14.3517,28.909,27.2107,10.8593,14.9512,hongqiao,虹桥,10.8593,far_from_centers,0.3842
上海军弘谷科创园,逸仙路205号,121.489094,31.296834,工业园,商务住宅;楼宇;商务写字楼,amap,P02227,industrial_space,命中产业/园区关键词「工业园」,0,0,1,7.5306,inner_center,1,6.7211,13.0318,2.5566,13.9867,19.6305,16.1313,wujiaochang,五角场,2.5566,near_center,1.2963
远中产业园(一期),宜山路与古美路交叉口东北160米,121.395221,31.170817,工业园,商务住宅;产业园区;产业园区,amap,P02228,industrial_space,命中产业/园区关键词「产业园」,0,0,1,9.9805,middle,0,11.4328,4.4173,18.6554,18.6553,7.5959,7.6972,xujiahui,徐家汇,4.4173,center_influence,1.2762
颛桥科技绿洲(建设中),都会路1500号,121.425317,31.057033,工业园,商务住宅;产业园区;产业园区,amap,P02229,industrial_space,命中产业/园区关键词「产业园」,0,0,1,19.8198,outer,0,20.8123,14.6593,28.7372,22.4383,18.2909,11.5428,qiantan,前滩,11.5428,far_from_centers,0.3436
科技创新港(建设中),车墩镇北松公路5355弄,121.296819,31.008972,工业园,商务住宅;产业园区;产业园区,amap,P02230,industrial_space,命中产业/园区关键词「产业园」,0,0,1,29.8285,outer,0,31.1451,24.003,38.7985,35.1257,20.7969,23.1624,hongqiao,虹桥,20.7969,far_from_centers,0.0806
上海双赢汽车产业园,康梧路448号,121.552461,31.128102,工业园,商务住宅;产业园区;产业园区,amap,P02231,industrial_space,命中产业/园区关键词「产业园」,0,0,1,13.6211,middle,0,13.5223,12.8929,19.875,9.0156,23.2876,8.0127,qiantan,前滩,8.0127,far_from_centers,0.7643
优大科技园,华西路600号,121.365522,31.067926,工业园,商务住宅;产业园区;产业园区,amap,P02232,industrial_space,命中产业/园区关键词「产业园」,0,0,1,20.7935,outer,0,22.0531,15.0261,29.8307,25.9554,14.7549,13.9039,qiantan,前滩,13.9039,far_from_centers,0.3113
开幕啦城市更新园区,莲花南路与汇源路交叉口南220米,121.425914,31.072766,工业园,商务住宅;产业园区;产业园区,amap,P02233,industrial_space,命中产业/园区关键词「产业园」,0,0,1,18.1084,outer,0,19.1245,12.9107,27.0531,21.1613,16.8849,9.9335,qiantan,前滩,9.9335,far_from_centers,0.4489
湾谷科技园2期,国学路与国权北路交叉口西北180米,121.500855,31.337752,工业园,商务住宅;产业园区;产业园区,amap,P02234,industrial_space,命中产业/园区关键词「产业园」,0,0,1,12.2127,middle,0,11.3379,17.6776,3.9873,17.0632,23.3701,20.7772,wujiaochang,五角场,3.9873,center_influence,0.828
临港浦江智慧广场,陈行公路2168号,121.512278,31.10021,工业园,商务住宅;产业园区;产业园区,amap,P02235,industrial_space,命中产业/园区关键词「产业园」,0,0,1,14.9346,middle,0,15.3217,12.1646,22.6505,13.529,21.07,6.893,qiantan,前滩,6.893,center_influence,0.6841
金色炉台·中国宝武钢铁会博中心,长江路735号,121.485005,31.356133,工业园,商务住宅;产业园区;产业园区,amap,P02236,industrial_space,命中产业/园区关键词「产业园」,0,0,1,14.0221,middle,0,13.3164,19.1947,6.4567,19.5828,23.7875,22.6819,wujiaochang,五角场,6.4567,center_influence,0.5704
联东·粤浦科技园,园丰路69号,121.344011,31.303742,工业园,商务住宅;产业园区;产业园区,amap,P02237,industrial_space,命中产业/园区关键词「产业园」,0,0,1,14.7799,middle,0,15.583,15.5569,16.2168,25.7032,12.3073,20.8348,hongqiao,虹桥,12.3073,far_from_centers,0.3897
顺丰丰泰产业园·上海浦江,联恒路902号,121.539736,31.085322,工业园,商务住宅;产业园区;产业园区,amap,P02238,industrial_space,命中产业/园区关键词「产业园」,0,0,1,17.3125,middle,0,17.5109,15.0867,24.4212,13.8974,24.1624,9.7852,qiantan,前滩,9.7852,far_from_centers,0.4642
228园区,秀沿路228号,121.556409,31.133092,工业园,商务住宅;产业园区;产业园区,amap,P02239,industrial_space,命中产业/园区关键词「产业园」,0,0,1,13.3785,middle,0,13.212,12.9416,19.4027,8.3622,23.475,8.2049,qiantan,前滩,8.2049,far_from_centers,0.7886
满松创新园,川周公路3128号,121.608084,31.139797,工业园,商务住宅;产业园区;产业园区,amap,P02240,industrial_space,命中产业/园区关键词「产业园」,0,0,1,16.2763,middle,0,15.6941,17.1736,20.2934,7.3359,28.0398,12.9127,zhangjiang,张江,7.3359,center_influence,0.5843
环球文创园,虹光路1号,121.333605,31.295765,工业园,商务住宅;产业园区;产业园区,amap,P02241,industrial_space,命中产业/园区关键词「产业园」,0,0,1,15.1704,middle,0,16.0736,15.4438,17.2299,26.239,11.2847,20.7443,hongqiao,虹桥,11.2847,far_from_centers,0.3981
正泰启迪智电港,思贤路3857号,121.162492,31.019841,工业园,商务住宅;产业园区;产业园区|商务住宅;楼宇;商住两用楼宇,amap,P02242,industrial_space,命中产业/园区关键词「产业园」,0,0,1,37.7584,outer,0,39.2256,32.1525,46.0519,45.3263,24.601,33.0559,hongqiao,虹桥,24.601,far_from_centers,0.0278
璨阳文化科创园,友谊路1060号,121.464499,31.397386,工业园,商务住宅;产业园区;产业园区,amap,P02243,industrial_space,命中产业/园区关键词「产业园」,0,0,1,18.5886,outer,0,18.0372,23.3757,11.4361,24.5372,26.3466,27.2538,wujiaochang,五角场,11.4361,far_from_centers,0.2583
九陌创新工业集聚园,华新镇华蔡路688号上海鸣河轴承制造有限责任公司,121.200753,31.243443,工业园,商务住宅;产业园区;产业园区,amap,P02244,industrial_space,命中产业/园区关键词「产业园」,0,0,1,25.991,outer,0,27.3014,23.2637,30.5849,37.0533,12.6017,27.8209,hongqiao,虹桥,12.6017,far_from_centers,0.1716
陆家嘴御桥科创园,康桥路与康凌路交叉口西120米,121.554982,31.154597,工业园,商务住宅;产业园区;产业园区,amap,P02245,industrial_space,命中产业/园区关键词「产业园」,0,0,1,11.4378,middle,0,11.1163,11.8591,17.0378,6.2512,22.7538,7.7861,zhangjiang,张江,6.2512,center_influence,1.0023
启迪漕河泾(中山)科技园水木园,广富林东路199号,121.272968,31.049998,工业园,商务住宅;产业园区;产业园区,amap,P02246,industrial_space,命中产业/园区关键词「产业园」,0,0,1,27.7013,outer,0,29.114,21.9182,36.4137,34.4655,16.7356,22.206,hongqiao,虹桥,16.7356,far_from_centers,0.1254
虹桥樱宝创意园,江桥镇高潮路309号,121.333558,31.241987,工业园,商务住宅;产业园区;产业园区,amap,P02247,industrial_space,命中产业/园区关键词「产业园」,0,0,1,13.3863,middle,0,14.6774,11.4789,18.541,24.5348,5.3811,16.6026,hongqiao,虹桥,5.3811,center_influence,0.7672
联东U谷·上海闵行国际企业港,景谷路410号,121.385685,31.00986,工业园,商务住宅;产业园区;产业园区,amap,P02248,industrial_space,命中产业/园区关键词「产业园」,0,0,1,25.9147,outer,0,27.0005,20.4514,34.9246,28.8563,21.4912,17.9073,qiantan,前滩,17.9073,far_from_centers,0.1337
中国(上海)自由贸易试验区,澳尼路,121.61932,31.304619,工业园,商务住宅;产业园区;产业园区,amap,P02249,industrial_space,命中产业/园区关键词「产业园」,0,0,1,16.1141,middle,0,14.6215,21.6283,9.94,11.6519,30.9156,21.898,wujiaochang,五角场,9.94,far_from_centers,0.4806
品域·凌云里,天等路400号(近丹棱路),121.427916,31.137423,工业园,商务住宅;产业园区;产业园区,amap,P02250,industrial_space,命中产业/园区关键词「产业园」,0,0,1,11.2185,middle,0,12.3926,5.7421,20.2676,16.8712,12.054,4.6202,qiantan,前滩,4.6202,center_influence,1.2021
远中产业园三期,虹梅路2007号(漕河泾开发区地铁站5号口步行150米),121.393634,31.172158,工业园,商务住宅;产业园区;产业园区,amap,P02251,industrial_space,命中产业/园区关键词「产业园」,0,0,1,9.9966,middle,0,11.4559,4.4906,18.6301,18.7751,7.4025,7.8831,xujiahui,徐家汇,4.4906,center_influence,1.2699
印坊创意园,齐齐哈尔路与昆明路交叉口东120米,121.525422,31.266904,工业园,商务住宅;产业园区;产业园区,amap,P02252,industrial_space,命中产业/园区关键词「产业园」,0,0,1,6.3759,inner_center,1,4.929,12.1249,4.2381,9.2093,21.0651,13.6666,wujiaochang,五角场,4.2381,center_influence,1.4136
剑川路600号基地,剑川路600号,121.43732,31.032949,工业园,商务住宅;产业园区;产业园区|公司企业;公司;公司,amap,P02253,industrial_space,命中产业/园区关键词「产业园」,0,0,1,22.227,outer,0,23.1273,17.2966,31.0149,23.7462,21.1654,13.7147,qiantan,前滩,13.7147,far_from_centers,0.233
海尚云栖智慧天地,栖山路1777弄,121.569564,31.260626,工业园,商务住宅;楼宇;商务写字楼,amap,P02254,industrial_space,命中产业/园区关键词「工业园」,0,0,1,9.7135,middle,0,8.2263,14.9563,7.0948,6.5903,24.7841,15.1266,zhangjiang,张江,6.5903,center_influence,1.0729
中以(上海)创新园,祁连山路111弄(祁连山路地铁站5号口步行460米),121.376695,31.274275,工业园,商务住宅;产业园区;产业园区,amap,P02255,industrial_space,命中产业/园区关键词「产业园」,0,0,1,10.4323,middle,0,11.37,11.1188,13.521,21.5446,10.3173,16.3671,hongqiao,虹桥,10.3173,far_from_centers,0.6842
贵贵·158创意园,曹路镇川沙路158号,121.663706,31.282398,工业园,商务住宅;产业园区;产业园区,amap,P02256,industrial_space,命中产业/园区关键词「产业园」,0,0,1,18.964,outer,0,17.4851,23.9672,14.3588,11.3803,34.0494,23.1764,zhangjiang,张江,11.3803,far_from_centers,0.3385
海尚世界智慧天地,闸殷路307号,121.524937,31.325302,工业园,商务住宅;产业园区;产业园区,amap,P02257,industrial_space,命中产业/园区关键词「产业园」,0,0,1,11.6219,middle,0,10.4965,17.3662,2.5708,14.8057,24.2458,19.8451,wujiaochang,五角场,2.5708,near_center,1.0197
超煜809文创园,曹路镇川沙路809号,121.67398,31.270854,工业园,商务住宅;产业园区;产业园区,amap,P02258,industrial_space,命中产业/园区关键词「产业园」,0,0,1,19.5631,outer,0,18.1079,24.34,15.5751,11.1223,34.6535,23.1966,zhangjiang,张江,11.1223,far_from_centers,0.3215
联东U谷青浦国际企业港,胜利路1680号,121.105212,31.183642,工业园,商务住宅;产业园区;产业园区,amap,P02259,industrial_space,命中产业/园区关键词「产业园」,0,0,1,35.4287,outer,0,36.8548,31.5474,41.1619,45.9367,20.5171,35.1839,hongqiao,虹桥,20.5171,far_from_centers,0.0444
外高桥国际智能制造服务产业园,富特东三路526号,121.628268,31.299116,工业园,商务住宅;产业园区;产业园区,amap,P02260,industrial_space,命中产业/园区关键词「产业园」,0,0,1,16.5595,middle,0,15.0623,21.9686,10.8032,11.3235,31.4693,21.99,wujiaochang,五角场,10.8032,far_from_centers,0.4545
张江翔港科创园,康桥路666号,121.550045,31.143172,工业园,商务住宅;产业园区;产业园区,amap,P02261,industrial_space,命中产业/园区关键词「产业园」,0,0,1,12.1169,middle,0,11.9382,11.8955,18.1854,7.5906,22.5844,7.3846,qiantan,前滩,7.3846,center_influence,0.9202
智能谷,香大路与外青松公路交叉口西北240米,121.121195,31.208336,工业园,商务住宅;产业园区;产业园区,amap,P02262,industrial_space,命中产业/园区关键词「产业园」,0,0,1,33.6103,outer,0,34.9998,30.0993,38.885,44.3615,19.0148,34.0597,hongqiao,虹桥,19.0148,far_from_centers,0.0572
蓝谷科技园,南汇新城镇海基六路70弄,121.908193,30.865975,工业园,商务住宅;产业园区;产业园区,amap,P02263,industrial_space,命中产业/园区关键词「产业园」,0,0,1,57.9251,outer,0,57.4486,57.4777,61.4435,48.3815,66.883,52.278,zhangjiang,张江,48.3815,far_from_centers,0.0007
上海金工生物医药标准产业园B区,豪业路与金争路交叉口西南160米,121.336753,30.819852,工业园,商务住宅;产业园区;产业园区,amap,P02264,industrial_space,命中产业/园区关键词「产业园」,0,0,1,47.4794,outer,0,48.5026,42.0863,56.4294,48.8917,41.7322,39.1986,qiantan,前滩,39.1986,far_from_centers,0.004
动·静文创园,洞泾路39号,121.2565,31.029273,工业园,商务住宅;产业园区;产业园区|公司企业;公司;公司,amap,P02265,industrial_space,命中产业/园区关键词「产业园」,0,0,1,30.4559,outer,0,31.8608,24.6601,39.1923,36.9914,19.3986,24.7635,hongqiao,虹桥,19.3986,far_from_centers,0.0805
伊诺尔集团园区,召楼路3576号,121.530638,31.081871,工业园,商务住宅;产业园区;产业园区,amap,P02266,industrial_space,命中产业/园区关键词「产业园」,0,0,1,17.3817,middle,0,17.6597,14.8441,24.735,14.5602,23.621,9.5604,qiantan,前滩,9.5604,far_from_centers,0.4642
国际传媒港,龙腾大道2171号,121.462269,31.159513,工业园,商务住宅;产业园区;产业园区,amap,P02267,industrial_space,命中产业/园区关键词「产业园」,0,0,1,7.9569,inner_center,1,8.8876,4.0324,16.8113,12.8829,14.0495,1.3067,qiantan,前滩,1.3067,near_center,1.816
永久1940·iHUB创意产业,大场镇真大路560号,121.409514,31.298645,工业园,商务住宅;产业园区;产业园区,amap,P02268,industrial_space,命中产业/园区关键词「产业园」,0,0,1,9.7367,middle,0,10.1621,12.5193,10.0108,19.9689,14.3068,17.3527,wujiaochang,五角场,10.0108,far_from_centers,0.6799
东方美谷上海雷冠生态产业园,浦卫公路3398号,121.407972,30.92496,工业园,商务住宅;产业园区;产业园区,amap,P02269,industrial_space,命中产业/园区关键词「产业园」,0,0,1,34.5354,outer,0,35.4552,29.4327,43.3439,35.374,31.1509,26.0426,qiantan,前滩,26.0426,far_from_centers,0.0322
长兴园,宜山路1397号(漕河泾开发区地铁站3号口步行490米),121.394016,31.168592,工业园,商务住宅;产业园区;产业园区,amap,P02270,industrial_space,命中产业/园区关键词「产业园」,0,0,1,10.2311,middle,0,11.6796,4.6332,18.9216,18.8173,7.5808,7.7467,xujiahui,徐家汇,4.6332,center_influence,1.2485
东方易云上海健康产业总部基地,徐祥路207号,121.265153,31.194809,工业园,商务住宅;产业园区;产业园区,amap,P02271,industrial_space,命中产业/园区关键词「产业园」,0,0,1,20.2237,outer,0,21.6722,16.3422,26.6441,30.6838,5.2645,20.3473,hongqiao,虹桥,5.2645,center_influence,0.56
由度金闽园,金闽路539号,121.626803,31.256862,工业园,商务住宅;产业园区;产业园区,amap,P02272,industrial_space,命中产业/园区关键词「产业园」,0,0,1,14.8497,middle,0,13.4088,19.6013,11.868,7.0167,29.929,18.6639,zhangjiang,张江,7.0167,center_influence,0.6454
翔云科技园,惠平路与嘉前路交叉口西北160米,121.28361,31.298666,工业园,商务住宅;产业园区;产业园区,amap,P02273,industrial_space,命中产业/园区关键词「产业园」,0,0,1,19.5974,outer,0,20.6052,19.0304,21.9636,30.778,12.0595,24.2798,hongqiao,虹桥,12.0595,far_from_centers,0.2573
国家智能传感器创新中心,皇庆路333号3号楼北楼5层,121.234608,31.391269,工业园,商务住宅;产业园区;产业园区,amap,P02274,industrial_space,命中产业/园区关键词「产业园」,0,0,1,28.9119,outer,0,29.5818,29.6224,28.3172,39.513,23.3106,34.9239,hongqiao,虹桥,23.3106,far_from_centers,0.0482
城创中心,邯郸路135号,121.497142,31.293227,工业园,商务住宅;产业园区;产业园区,amap,P02275,industrial_space,命中产业/园区关键词「产业园」,0,0,1,7.3328,inner_center,1,6.381,12.9815,2.0473,13.1801,20.0386,15.8239,wujiaochang,五角场,2.0473,near_center,1.3892
上海北郊未来产业园,沪太公路秀乐路交叉口,121.332298,31.445421,工业园,商务住宅;产业园区;产业园区,amap,P02276,industrial_space,命中产业/园区关键词「产业园」,0,0,1,27.4227,outer,0,27.5371,30.244,23.3987,36.2258,27.8792,35.2256,wujiaochang,五角场,23.3987,far_from_centers,0.0517
新华园,沪太路785号,121.444676,31.266614,工业园,商务住宅;产业园区;产业园区,amap,P02277,industrial_space,命中产业/园区关键词「产业园」,0,0,1,4.8814,inner_center,1,5.3002,8.7181,7.8401,15.2991,14.2474,12.9865,central_core,人民广场-外滩-陆家嘴核心区,5.3002,center_influence,1.2039
乐工坊1988,恒西路87号,121.510772,31.085631,工业园,商务住宅;产业园区;产业园区,amap,P02278,industrial_space,命中产业/园区关键词「产业园」,0,0,1,16.4796,middle,0,16.9067,13.4315,24.2733,14.9982,21.8071,8.241,qiantan,前滩,8.241,far_from_centers,0.5456
上海集池宇产业园,新团路与汇金路交叉口西220米,121.149541,31.179346,工业园,商务住宅;商务住宅相关;商务住宅相关,amap,P02279,industrial_space,命中产业/园区关键词「产业园」,0,0,1,31.3482,outer,0,32.7895,27.3454,37.3765,41.7543,16.3542,30.9405,hongqiao,虹桥,16.3542,far_from_centers,0.0889
上海云堡未来市,王家厍路885弄,121.231874,31.090072,工业园,商务住宅;产业园区;产业园区,amap,P02280,industrial_space,命中产业/园区关键词「产业园」,0,0,1,27.802,outer,0,29.2869,22.3645,35.9026,36.1223,14.3879,23.9948,hongqiao,虹桥,14.3879,far_from_centers,0.1458
上海湾区科创城,亭卫公路1000号,121.358575,30.7504,工业园,商务住宅;产业园区;产业园区,amap,P02281,industrial_space,命中产业/园区关键词「产业园」,0,0,1,54.4901,outer,0,55.4268,49.2822,63.3188,54.9,49.5593,46.0175,qiantan,前滩,46.0175,far_from_centers,0.0012
兰韵文化中心,蟠龙路899弄(蟠龙路地铁站3号口步行70米),121.278582,31.185302,工业园,商务住宅;产业园区;产业园区,amap,P02282,industrial_space,命中产业/园区关键词「产业园」,0,0,1,19.2222,outer,0,20.6923,15.0548,26.0343,29.462,4.1277,18.8746,hongqiao,虹桥,4.1277,center_influence,0.6792
海尔智谷,广富林东路与中创路交叉口东80米,121.275871,31.051176,工业园,商务住宅;产业园区;产业园区,amap,P02283,industrial_space,命中产业/园区关键词「产业园」,0,0,1,27.4161,outer,0,28.8268,21.6297,36.1378,34.1604,16.5364,21.9014,hongqiao,虹桥,16.5364,far_from_centers,0.1307
久富科创园,秀浦路3408号10幢7楼,121.627058,31.130332,工业园,商务住宅;产业园区;产业园区,amap,P02284,industrial_space,命中产业/园区关键词「产业园」,0,0,1,18.3482,outer,0,17.737,19.2244,22.0601,8.9502,30.0395,14.847,zhangjiang,张江,8.9502,far_from_centers,0.4338
鑫广科创园(闵行园区),江凯路177号,121.516932,31.087553,工业园,商务住宅;产业园区;产业园区,amap,P02285,industrial_space,命中产业/园区关键词「产业园」,0,0,1,16.4079,middle,0,16.7816,13.5706,24.0577,14.5315,22.1804,8.3261,qiantan,前滩,8.3261,far_from_centers,0.5465
118空间,沈庄村沈杜公路118号,121.578347,31.084805,工业园,商务住宅;产业园区;产业园区,amap,P02286,industrial_space,命中产业/园区关键词「产业园」,0,0,1,19.0067,outer,0,18.9308,17.7325,25.1032,13.2165,27.424,12.5172,qiantan,前滩,12.5172,far_from_centers,0.3549
火炬·莲花科创园,纳贤路60弄,121.603272,31.182987,工业园,商务住宅;产业园区;产业园区,amap,P02287,industrial_space,命中产业/园区关键词「产业园」,0,0,1,13.4034,middle,0,12.4849,15.8478,15.8641,2.7156,26.9308,12.8345,zhangjiang,张江,2.7156,near_center,1.0321
715创意园,澳门路715号(长寿路地铁站2号口步行470米),121.436488,31.242839,工业园,商务住宅;产业园区;产业园区,amap,P02288,industrial_space,命中产业/园区关键词「产业园」,0,0,1,3.7987,inner_center,1,4.9306,6.0423,10.0673,15.0234,12.2503,10.6454,central_core,人民广场-外滩-陆家嘴核心区,4.9306,center_influence,1.3729
海联智谷科创园,华宁路3333号,121.382049,31.056269,工业园,商务住宅;产业园区;产业园区,amap,P02289,industrial_space,命中产业/园区关键词「产业园」,0,0,1,21.2364,outer,0,22.4159,15.5998,30.2893,25.5038,16.4909,13.7686,qiantan,前滩,13.7686,far_from_centers,0.2836
智汇科创园,松江工业区江田东路185号,121.270855,31.029309,工业园,商务住宅;产业园区;产业园区,amap,P02290,industrial_space,命中产业/园区关键词「产业园」,0,0,1,29.5425,outer,0,30.9295,23.7261,38.3478,35.832,19.0098,23.6343,hongqiao,虹桥,19.0098,far_from_centers,0.0907
张江国创中心1期,丹桂路999号,121.629014,31.221639,工业园,商务住宅;产业园区;产业园区,amap,P02291,industrial_space,命中产业/园区关键词「产业园」,0,0,1,14.8003,middle,0,13.527,18.6486,14.203,4.43,29.4912,16.7022,zhangjiang,张江,4.43,center_influence,0.7904
衡创园,华益路76号,121.629575,31.192005,工业园,商务住宅;产业园区;产业园区,amap,P02292,industrial_space,命中产业/园区关键词「产业园」,0,0,1,15.4264,middle,0,14.3578,18.3413,16.5549,4.1887,29.4006,15.5157,zhangjiang,张江,4.1887,center_influence,0.782
耀莱物联网产业园,联川路319号,121.52518,31.075011,工业园,商务住宅;产业园区;产业园区,amap,P02293,industrial_space,命中产业/园区关键词「产业园」,0,0,1,17.9595,middle,0,18.2948,15.1662,25.4708,15.4629,23.6056,9.9266,qiantan,前滩,9.9266,far_from_centers,0.4283
新慧谷科技产业园,沪太路799号,121.444139,31.26664,工业园,商务住宅;产业园区;产业园区,amap,P02294,industrial_space,命中产业/园区关键词「产业园」,0,0,1,4.9128,inner_center,1,5.3416,8.7168,7.8819,15.3458,14.2068,13.0001,central_core,人民广场-外滩-陆家嘴核心区,5.3416,center_influence,1.199
冰风科技园,槎溪路288号,121.326659,31.284505,工业园,商务住宅;产业园区;产业园区,amap,P02295,industrial_space,命中产业/园区关键词「产业园」,0,0,1,15.2167,middle,0,16.2238,14.9539,17.9969,26.3956,9.9808,20.2476,hongqiao,虹桥,9.9808,far_from_centers,0.4355
芯工创意园,平凉路2440号,121.55195,31.274949,工业园,商务住宅;产业园区;产业园区,amap,P02296,industrial_space,命中产业/园区关键词「产业园」,0,0,1,8.9369,middle,0,7.4537,14.5696,4.7846,8.6478,23.7376,15.5492,wujiaochang,五角场,4.7846,center_influence,1.1581
微衡创意园,新桥镇申北一路16号,121.365949,31.08683,工业园,商务住宅;产业园区;产业园区,amap,P02297,industrial_space,命中产业/园区关键词「产业园」,0,0,1,18.9732,outer,0,20.2739,13.1635,27.9783,24.7582,12.7716,12.5457,qiantan,前滩,12.5457,far_from_centers,0.4137
金地威新智造园,银龙路258弄24号,121.190205,31.344544,工业园,商务住宅;产业园区;产业园区,amap,P02298,industrial_space,命中产业/园区关键词「产业园」,0,0,1,29.7791,outer,0,30.7285,29.1615,31.1524,40.8987,20.742,34.3544,hongqiao,虹桥,20.742,far_from_centers,0.0552
正珏科技产业园,莘庄工业区颛桥新源路1356弄1-7号(元江路口),121.398501,31.048941,工业园,商务住宅;产业园区;产业园区,amap,P02299,industrial_space,命中产业/园区关键词「产业园」,0,0,1,21.409,outer,0,22.5104,15.9408,30.4292,24.8791,17.8477,13.5251,qiantan,前滩,13.5251,far_from_centers,0.2718
718文创园区,园光路与真陈路交叉口西南100米,121.345911,31.29816,工业园,商务住宅;产业园区;产业园区,amap,P02300,industrial_space,命中产业/园区关键词「产业园」,0,0,1,14.2932,middle,0,15.1337,14.9448,16.0494,25.2762,11.7334,20.2284,hongqiao,虹桥,11.7334,far_from_centers,0.4227
